Name,ATT,MID,DEF,OVR,Year
Canada,69,72,67,68,2017
China PR,62,63,60,64,2017
India,62,57,58,60,2017
Spain,83,85,86,85,2017
Germany,82,85,84,85,2017
Brazil,86,82,85,84,2017
France,84,84,82,84,2017
Argentina,88,82,80,83,2017
Portugal,85,82,81,83,2017
Belgium,84,82,84,83,2017
England,84,81,81,82,2017
Italy,80,81,84,82,2017
Uruguay,85,76,80,80,2017
Netherlands,79,81,80,80,2017
Chile,80,80,77,79,2017
Mexico,79,80,77,79,2017
Poland,82,76,78,78,2017
Colombia,80,80,76,78,2017
Turkey,78,79,77,78,2017
Denmark,76,79,76,78,2017
Switzerland,74,78,79,78,2017
Russia,78,77,77,77,2017
Austria,76,79,76,77,2017
Wales,81,75,76,76,2017
Ireland,77,76,76,76,2017
Côte d'Ivoire,76,77,76,76,2017
Greece,75,74,77,76,2017
Sweden,77,76,76,75,2017
Paraguay,75,75,73,75,2017
United States,74,75,75,75,2017
Venezuela,75,76,73,74,2017
Slovenia,75,75,72,74,2017
Ecuador,75,75,71,74,2017
Scotland,74,75,72,74,2017
Czech Republic,73,74,74,74,2017
Norway,73,74,73,74,2017
Romania,75,73,70,73,2017
Hungary,73,73,70,72,2017
Egypt,73,72,70,72,2017
Australia,71,72,69,72,2017
South Africa,66,72,71,72,2017
Finland,71,70,69,71,2017
Northern Ireland,69,72,72,71,2017
Cameroon,73,68,70,70,2017
Bulgaria,69,70,69,70,2017
Peru,69,70,68,69,2017
Bolivia,71,68,66,68,2017
Canada,69,72,67,68,2017
China PR,62,63,60,64,2017
India,62,57,58,60,2017
Spain,83,85,86,85,2017
Germany,82,85,84,85,2017
Brazil,86,82,85,84,2017
France,84,84,82,84,2017
Argentina,88,82,80,83,2017
Portugal,85,82,81,83,2017
Belgium,84,82,84,83,2017
England,84,81,81,82,2017
Italy,80,81,84,82,2017
Uruguay,85,76,80,80,2017
Netherlands,79,81,80,80,2017
Chile,80,80,77,79,2017
Mexico,79,80,77,79,2017
Poland,82,76,78,78,2017
Colombia,80,80,76,78,2017
Turkey,78,79,77,78,2017
Denmark,76,79,76,78,2017
Switzerland,74,78,79,78,2017
Russia,78,77,77,77,2017
Austria,76,79,76,77,2017
Wales,81,75,76,76,2017
Ireland,77,76,76,76,2017
Côte d'Ivoire,76,77,76,76,2017
Greece,75,74,77,76,2017
Sweden,77,76,76,75,2017
Paraguay,75,75,73,75,2017
United States,74,75,75,75,2017
Venezuela,75,76,73,74,2017
Slovenia,75,75,72,74,2017
Ecuador,75,75,71,74,2017
Scotland,74,75,72,74,2017
Czech Republic,73,74,74,74,2017
Norway,73,74,73,74,2017
Romania,75,73,70,73,2017
Hungary,73,73,70,72,2017
Egypt,73,72,70,72,2017
Australia,71,72,69,72,2017
South Africa,66,72,71,72,2017
Finland,71,70,69,71,2017
Northern Ireland,69,72,72,71,2017
Cameroon,73,68,70,70,2017
Bulgaria,69,70,69,70,2017
Peru,69,70,68,69,2017
Bolivia,71,68,66,68,2017
Canada,69,72,67,68,2017
China PR,62,63,60,64,2017
India,62,57,58,60,2017
Spain,83,85,86,85,2017
Germany,82,85,84,85,2017
Brazil,85,82,85,84,2017
France,84,84,82,84,2017
Argentina,88,82,80,83,2017
Portugal,85,82,82,83,2017
Belgium,84,82,84,83,2017
England,84,81,81,82,2017
Italy,80,81,84,82,2017
Uruguay,85,76,80,80,2017
Netherlands,79,81,80,80,2017
Chile,80,80,77,79,2017
Mexico,79,80,77,79,2017
Poland,82,77,77,78,2017
Colombia,80,80,76,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Switzerland,74,78,79,78,2017
Russia,78,77,77,77,2017
Austria,76,79,76,77,2017
Wales,81,75,76,76,2017
Ireland,77,76,76,76,2017
Côte d'Ivoire,76,77,76,76,2017
Greece,75,74,77,76,2017
Sweden,77,76,76,75,2017
Paraguay,75,75,73,75,2017
United States,74,75,76,75,2017
Czech Republic,73,74,74,75,2017
Venezuela,75,76,73,74,2017
Slovenia,75,75,72,74,2017
Ecuador,75,75,71,74,2017
Scotland,74,75,72,74,2017
Norway,73,74,73,74,2017
Romania,75,73,70,73,2017
Hungary,73,73,70,72,2017
Egypt,73,72,70,72,2017
Australia,71,72,69,72,2017
South Africa,66,72,71,72,2017
Finland,71,70,69,71,2017
Northern Ireland,69,72,72,71,2017
Cameroon,73,68,70,70,2017
Bulgaria,69,70,69,70,2017
Peru,69,69,68,69,2017
Bolivia,71,68,66,68,2017
Canada,69,72,67,68,2017
China PR,62,63,60,64,2017
India,62,57,58,60,2017
Spain,83,85,86,85,2017
Germany,82,85,84,85,2017
Brazil,85,82,85,84,2017
France,84,84,82,84,2017
Argentina,88,82,80,83,2017
Portugal,85,82,82,83,2017
Belgium,84,82,84,83,2017
England,84,81,81,82,2017
Italy,80,81,84,82,2017
Uruguay,85,76,80,80,2017
Netherlands,79,81,80,80,2017
Chile,80,80,77,79,2017
Mexico,79,80,77,79,2017
Poland,82,77,77,78,2017
Colombia,80,80,76,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Switzerland,74,78,79,78,2017
Russia,78,77,77,77,2017
Austria,76,79,76,77,2017
Wales,81,75,76,76,2017
Ireland,77,76,76,76,2017
Côte d'Ivoire,76,77,76,76,2017
Greece,75,74,77,76,2017
Sweden,77,76,76,75,2017
Paraguay,75,75,73,75,2017
United States,74,75,76,75,2017
Czech Republic,73,74,74,75,2017
Venezuela,75,76,73,74,2017
Slovenia,75,75,72,74,2017
Ecuador,75,75,71,74,2017
Scotland,74,75,72,74,2017
Norway,73,74,73,74,2017
Romania,75,73,70,73,2017
Hungary,73,73,70,72,2017
Egypt,73,72,70,72,2017
Australia,71,72,69,72,2017
South Africa,66,72,71,72,2017
Finland,71,70,69,71,2017
Northern Ireland,69,72,72,71,2017
Cameroon,73,68,70,70,2017
Bulgaria,69,70,69,70,2017
Peru,69,69,68,69,2017
Bolivia,71,68,66,68,2017
Canada,69,72,67,68,2017
China PR,62,63,60,64,2017
India,62,57,58,60,2017
Spain,83,85,86,85,2017
Germany,82,85,84,85,2017
Brazil,85,82,85,84,2017
France,84,84,82,84,2017
Argentina,88,82,80,83,2017
Portugal,85,82,82,83,2017
Belgium,84,82,84,83,2017
England,84,82,81,82,2017
Italy,80,81,84,82,2017
Uruguay,85,76,80,80,2017
Netherlands,80,81,80,80,2017
Chile,80,80,77,79,2017
Mexico,79,80,77,79,2017
Switzerland,75,78,79,79,2017
Poland,82,77,77,78,2017
Colombia,80,80,76,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Russia,79,77,76,77,2017
Austria,76,79,76,77,2017
Wales,81,75,76,76,2017
Ireland,77,76,76,76,2017
Côte d'Ivoire,76,77,76,76,2017
Sweden,77,76,76,75,2017
Greece,77,73,77,75,2017
Paraguay,75,75,73,75,2017
United States,74,75,76,75,2017
Czech Republic,76,72,74,74,2017
Ecuador,75,75,71,74,2017
Venezuela,74,76,73,74,2017
Slovenia,73,76,71,74,2017
Scotland,73,75,72,74,2017
Norway,73,74,73,74,2017
Romania,75,73,70,73,2017
Hungary,73,73,70,72,2017
Egypt,72,72,69,72,2017
Australia,71,72,69,72,2017
South Africa,66,72,71,72,2017
Cameroon,73,69,71,71,2017
Finland,71,70,69,71,2017
Northern Ireland,69,72,72,71,2017
Bulgaria,69,70,69,70,2017
Peru,69,69,68,69,2017
Bolivia,71,68,66,68,2017
Canada,69,72,67,68,2017
China PR,66,64,60,64,2017
India,62,57,58,60,2017
Spain,83,85,86,85,2017
Germany,82,85,84,85,2017
Brazil,85,82,85,84,2017
France,84,84,82,84,2017
Argentina,88,82,80,83,2017
Portugal,85,82,82,83,2017
Belgium,84,82,84,83,2017
England,84,82,81,82,2017
Italy,80,81,84,82,2017
Uruguay,85,76,80,80,2017
Netherlands,80,81,80,80,2017
Chile,80,80,77,79,2017
Mexico,79,80,77,79,2017
Switzerland,75,78,79,79,2017
Poland,82,77,77,78,2017
Colombia,80,80,76,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Russia,79,77,76,77,2017
Austria,76,79,76,77,2017
Wales,81,75,76,76,2017
Ireland,77,76,76,76,2017
Côte d'Ivoire,76,77,76,76,2017
Sweden,77,76,76,75,2017
Greece,77,73,77,75,2017
Paraguay,75,75,73,75,2017
United States,74,75,76,75,2017
Czech Republic,76,72,74,74,2017
Ecuador,75,75,71,74,2017
Venezuela,74,76,73,74,2017
Slovenia,73,76,71,74,2017
Scotland,73,75,72,74,2017
Norway,73,74,73,74,2017
Romania,75,73,70,73,2017
Hungary,73,73,70,72,2017
Egypt,72,72,69,72,2017
Australia,71,72,69,72,2017
South Africa,66,72,71,72,2017
Cameroon,73,69,71,71,2017
Finland,71,70,69,71,2017
Northern Ireland,69,72,72,71,2017
Bulgaria,69,70,69,70,2017
Peru,69,69,68,69,2017
Bolivia,71,68,66,68,2017
Canada,69,72,67,68,2017
China PR,66,64,60,64,2017
India,62,57,58,60,2017
Spain,83,85,86,85,2017
Germany,82,85,84,85,2017
Brazil,87,82,85,84,2017
France,84,84,82,84,2017
Argentina,88,82,80,83,2017
Portugal,85,82,82,83,2017
Belgium,84,82,84,83,2017
England,84,82,81,82,2017
Italy,80,81,84,82,2017
Uruguay,85,76,80,80,2017
Netherlands,80,81,80,80,2017
Chile,80,80,77,79,2017
Mexico,79,80,77,79,2017
Switzerland,75,78,79,79,2017
Poland,82,77,77,78,2017
Colombia,80,79,76,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Russia,79,77,76,77,2017
Austria,76,79,76,77,2017
Wales,81,75,76,76,2017
Ireland,77,76,76,76,2017
Côte d'Ivoire,76,77,76,76,2017
Sweden,77,76,76,75,2017
Greece,77,73,77,75,2017
Paraguay,75,75,73,75,2017
United States,74,75,76,75,2017
Czech Republic,76,72,74,74,2017
Ecuador,75,75,71,74,2017
Venezuela,74,76,73,74,2017
Slovenia,73,76,71,74,2017
Scotland,73,75,72,74,2017
Norway,73,74,73,74,2017
Romania,75,73,70,73,2017
Hungary,73,73,70,72,2017
Egypt,72,72,69,72,2017
Australia,71,72,69,72,2017
South Africa,66,72,71,72,2017
Cameroon,73,69,71,71,2017
Finland,71,70,69,71,2017
Northern Ireland,69,72,72,71,2017
Bulgaria,69,70,69,70,2017
Peru,69,69,68,69,2017
Bolivia,71,68,66,68,2017
Canada,69,72,67,68,2017
China PR,66,64,60,64,2017
India,62,57,58,60,2017
Spain,83,85,86,85,2017
Germany,82,85,84,85,2017
Brazil,87,82,85,84,2017
France,84,84,82,84,2017
Argentina,88,82,80,83,2017
Portugal,85,82,82,83,2017
Belgium,84,82,84,83,2017
England,84,82,81,82,2017
Italy,80,81,84,82,2017
Uruguay,85,76,80,80,2017
Netherlands,80,81,80,80,2017
Chile,80,80,77,79,2017
Mexico,79,80,77,79,2017
Switzerland,75,78,79,79,2017
Poland,82,77,77,78,2017
Colombia,80,79,76,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Russia,79,77,76,77,2017
Austria,76,79,76,77,2017
Wales,81,75,76,76,2017
Ireland,77,76,76,76,2017
Côte d'Ivoire,76,77,76,76,2017
Sweden,77,76,76,75,2017
Greece,77,73,77,75,2017
Paraguay,75,75,73,75,2017
United States,74,75,76,75,2017
Czech Republic,76,72,74,74,2017
Ecuador,75,75,71,74,2017
Venezuela,74,76,73,74,2017
Slovenia,73,76,71,74,2017
Scotland,73,75,72,74,2017
Norway,73,74,73,74,2017
Romania,75,73,70,73,2017
Hungary,73,73,70,72,2017
Egypt,72,72,69,72,2017
Australia,71,72,69,72,2017
South Africa,66,72,71,72,2017
Cameroon,73,69,71,71,2017
Finland,71,70,69,71,2017
Northern Ireland,69,72,72,71,2017
Bulgaria,69,70,69,70,2017
Peru,69,69,68,69,2017
Bolivia,71,68,66,68,2017
Canada,69,72,67,68,2017
China PR,66,64,60,64,2017
India,62,57,58,60,2017
Spain,83,85,86,85,2017
Germany,82,85,84,85,2017
Brazil,87,82,85,84,2017
France,84,84,82,84,2017
Argentina,88,82,80,83,2017
Portugal,85,82,82,83,2017
Belgium,84,82,84,83,2017
England,84,82,81,82,2017
Italy,80,81,84,82,2017
Uruguay,85,76,80,80,2017
Netherlands,80,81,80,80,2017
Poland,82,77,77,79,2017
Chile,80,80,77,79,2017
Mexico,79,80,77,79,2017
Switzerland,75,78,79,79,2017
Colombia,80,79,76,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Russia,79,77,76,77,2017
Austria,76,79,76,77,2017
Wales,81,75,76,76,2017
Ireland,77,76,76,76,2017
Côte d'Ivoire,76,77,76,76,2017
Sweden,77,76,76,75,2017
Greece,77,73,77,75,2017
Paraguay,75,75,73,75,2017
United States,74,75,76,75,2017
Czech Republic,76,72,74,74,2017
Ecuador,75,75,71,74,2017
Venezuela,74,76,73,74,2017
Slovenia,73,76,71,74,2017
Scotland,73,75,72,74,2017
Norway,73,74,73,74,2017
Romania,75,73,70,73,2017
Hungary,73,73,70,72,2017
Egypt,72,72,69,72,2017
Australia,71,72,69,72,2017
South Africa,66,72,71,72,2017
Cameroon,73,69,71,71,2017
Finland,71,70,69,71,2017
Northern Ireland,69,72,72,71,2017
Bulgaria,69,70,69,70,2017
Peru,69,69,68,69,2017
Bolivia,71,68,66,68,2017
Canada,69,72,67,68,2017
China PR,66,64,60,64,2017
India,62,57,58,60,2017
Spain,83,85,86,85,2017
Germany,82,85,84,85,2017
Brazil,87,82,85,84,2017
France,84,84,82,84,2017
Argentina,88,82,80,83,2017
Portugal,85,82,82,83,2017
Belgium,84,82,84,83,2017
England,84,82,81,82,2017
Italy,80,81,84,82,2017
Uruguay,85,76,80,80,2017
Netherlands,80,81,80,80,2017
Poland,82,77,77,79,2017
Chile,80,80,77,79,2017
Mexico,79,80,77,79,2017
Switzerland,75,78,79,79,2017
Colombia,80,79,76,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Russia,79,77,76,77,2017
Austria,76,79,76,77,2017
Wales,81,75,76,76,2017
Ireland,77,76,76,76,2017
Côte d'Ivoire,76,77,76,76,2017
Sweden,77,76,76,75,2017
Greece,77,73,77,75,2017
Paraguay,75,75,73,75,2017
United States,74,75,76,75,2017
Czech Republic,76,72,74,74,2017
Ecuador,75,75,71,74,2017
Venezuela,74,76,73,74,2017
Slovenia,73,76,71,74,2017
Scotland,73,75,72,74,2017
Norway,73,74,73,74,2017
Romania,75,73,70,73,2017
Hungary,73,73,70,72,2017
Egypt,72,72,69,72,2017
Australia,71,72,69,72,2017
South Africa,66,72,71,72,2017
Cameroon,73,69,71,71,2017
Finland,71,70,69,71,2017
Northern Ireland,69,72,72,71,2017
Bulgaria,69,70,69,70,2017
Peru,69,69,68,69,2017
Bolivia,71,68,66,68,2017
Canada,69,72,67,68,2017
China PR,66,64,60,64,2017
India,62,57,58,60,2017
Spain,83,85,86,85,2017
Germany,82,85,84,85,2017
Brazil,87,82,85,84,2017
France,84,84,82,84,2017
Argentina,88,82,80,83,2017
Portugal,85,82,82,83,2017
Belgium,84,82,84,83,2017
Italy,80,81,84,83,2017
England,84,81,81,82,2017
Uruguay,85,76,80,80,2017
Netherlands,80,81,80,80,2017
Poland,82,77,77,79,2017
Chile,80,80,77,79,2017
Mexico,79,80,77,79,2017
Switzerland,75,78,79,79,2017
Colombia,80,79,76,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Russia,79,77,76,77,2017
Austria,76,79,75,77,2017
Wales,81,75,76,76,2017
Ireland,77,76,76,76,2017
Côte d'Ivoire,76,77,76,76,2017
Sweden,77,76,76,75,2017
Greece,77,73,77,75,2017
Paraguay,75,75,73,75,2017
United States,74,75,76,75,2017
Czech Republic,76,72,74,74,2017
Venezuela,74,76,73,74,2017
Scotland,74,75,72,74,2017
Slovenia,73,76,71,74,2017
Norway,73,74,73,74,2017
Ecuador,75,75,71,73,2017
Romania,75,73,70,73,2017
Hungary,73,73,70,72,2017
Egypt,72,72,69,72,2017
Australia,71,72,69,72,2017
South Africa,66,72,71,72,2017
Cameroon,75,69,71,71,2017
Finland,71,70,69,71,2017
Northern Ireland,69,72,72,71,2017
Bulgaria,69,70,69,70,2017
Peru,69,69,68,69,2017
Bolivia,71,68,66,68,2017
Canada,69,72,67,68,2017
China PR,66,64,60,64,2017
India,62,57,58,60,2017
Spain,83,85,86,85,2017
Germany,82,85,84,85,2017
Brazil,87,82,85,84,2017
France,84,84,82,84,2017
Argentina,88,82,80,83,2017
Portugal,85,82,82,83,2017
Belgium,84,82,84,83,2017
Italy,80,81,84,83,2017
England,84,81,81,82,2017
Uruguay,85,76,80,80,2017
Netherlands,80,81,80,80,2017
Poland,82,77,77,79,2017
Chile,80,80,77,79,2017
Mexico,79,80,77,79,2017
Switzerland,75,78,79,79,2017
Colombia,80,79,76,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Russia,79,77,76,77,2017
Austria,76,79,75,77,2017
Wales,81,75,76,76,2017
Ireland,77,76,76,76,2017
Côte d'Ivoire,76,77,76,76,2017
Sweden,77,76,76,75,2017
Greece,77,73,77,75,2017
Paraguay,75,75,73,75,2017
United States,74,75,76,75,2017
Czech Republic,76,72,74,74,2017
Venezuela,74,76,73,74,2017
Scotland,74,75,72,74,2017
Slovenia,73,76,71,74,2017
Norway,73,74,73,74,2017
Ecuador,75,75,71,73,2017
Romania,75,73,70,73,2017
Hungary,73,73,70,72,2017
Egypt,72,72,69,72,2017
Australia,71,72,69,72,2017
South Africa,66,72,71,72,2017
Cameroon,75,69,71,71,2017
Finland,71,70,69,71,2017
Northern Ireland,69,72,72,71,2017
Bulgaria,69,70,69,70,2017
Peru,69,69,68,69,2017
Bolivia,71,68,66,68,2017
Canada,69,72,67,68,2017
China PR,66,64,60,64,2017
India,62,57,58,60,2017
Spain,83,85,86,85,2017
Germany,82,85,84,85,2017
Brazil,87,82,85,84,2017
France,84,84,82,84,2017
Argentina,88,82,80,83,2017
Portugal,85,82,82,83,2017
Belgium,84,82,84,83,2017
Italy,81,81,85,83,2017
England,84,81,81,82,2017
Uruguay,85,76,80,80,2017
Netherlands,80,81,80,80,2017
Poland,82,77,77,79,2017
Chile,80,80,77,79,2017
Mexico,79,79,77,79,2017
Colombia,80,80,76,78,2017
Turkey,78,79,78,78,2017
Denmark,76,80,76,78,2017
Switzerland,75,78,79,78,2017
Russia,79,77,76,77,2017
Austria,76,78,76,77,2017
Wales,81,75,76,76,2017
Sweden,77,76,76,76,2017
Ireland,77,76,76,76,2017
Côte d'Ivoire,76,77,76,76,2017
United States,74,75,76,76,2017
Greece,77,73,77,75,2017
Paraguay,75,75,73,75,2017
Czech Republic,76,72,74,74,2017
Venezuela,74,76,73,74,2017
Scotland,74,75,72,74,2017
Norway,74,74,73,74,2017
Slovenia,73,76,71,74,2017
Ecuador,75,75,71,73,2017
Romania,75,72,70,73,2017
Hungary,73,73,70,72,2017
Egypt,72,72,69,72,2017
Australia,71,72,69,72,2017
South Africa,66,72,71,72,2017
Cameroon,75,69,71,71,2017
Finland,71,70,69,71,2017
Northern Ireland,69,72,72,71,2017
Bulgaria,69,70,69,70,2017
Peru,69,69,68,69,2017
Bolivia,71,68,66,68,2017
Canada,69,72,67,68,2017
China PR,66,64,60,64,2017
India,62,57,58,60,2017
Spain,83,85,86,85,2017
Germany,82,85,84,85,2017
Brazil,87,82,85,84,2017
France,84,84,82,84,2017
Argentina,88,82,80,83,2017
Portugal,85,82,82,83,2017
Belgium,84,82,84,83,2017
Italy,81,81,85,83,2017
England,84,81,81,82,2017
Uruguay,85,76,80,80,2017
Netherlands,80,81,80,80,2017
Poland,82,77,77,79,2017
Chile,80,80,77,79,2017
Mexico,79,79,77,79,2017
Colombia,80,80,76,78,2017
Turkey,78,79,78,78,2017
Denmark,76,80,76,78,2017
Switzerland,75,78,79,78,2017
Russia,79,77,76,77,2017
Austria,76,78,76,77,2017
Wales,81,75,76,76,2017
Sweden,77,76,76,76,2017
Ireland,77,76,76,76,2017
Côte d'Ivoire,76,77,76,76,2017
United States,74,75,76,76,2017
Greece,77,73,77,75,2017
Paraguay,75,75,73,75,2017
Czech Republic,76,72,74,74,2017
Venezuela,74,76,73,74,2017
Scotland,74,75,72,74,2017
Norway,74,74,73,74,2017
Slovenia,73,76,71,74,2017
Ecuador,75,75,71,73,2017
Romania,75,72,70,73,2017
Hungary,73,73,70,72,2017
Egypt,72,72,69,72,2017
Australia,71,72,69,72,2017
South Africa,66,72,71,72,2017
Cameroon,75,69,71,71,2017
Finland,71,70,69,71,2017
Northern Ireland,69,72,72,71,2017
Bulgaria,69,70,69,70,2017
Peru,69,69,68,69,2017
Bolivia,71,68,66,68,2017
Canada,69,72,67,68,2017
China PR,66,64,60,64,2017
India,62,57,58,60,2017
Spain,83,85,86,85,2017
Germany,82,85,84,85,2017
Brazil,87,82,85,84,2017
France,84,84,82,84,2017
Argentina,88,83,80,83,2017
Portugal,85,82,82,83,2017
Belgium,84,82,84,83,2017
Italy,81,81,85,83,2017
England,84,81,81,82,2017
Uruguay,89,76,80,80,2017
Netherlands,80,81,80,80,2017
Poland,82,77,77,79,2017
Chile,80,80,77,79,2017
Mexico,79,79,77,79,2017
Colombia,80,80,76,78,2017
Turkey,78,79,78,78,2017
Denmark,76,80,76,78,2017
Switzerland,75,78,79,78,2017
Russia,77,76,74,77,2017
Austria,76,78,76,77,2017
Wales,81,75,76,76,2017
Sweden,77,76,76,76,2017
Ireland,77,76,76,76,2017
Côte d'Ivoire,76,77,76,76,2017
United States,75,75,76,76,2017
Greece,77,73,77,75,2017
Paraguay,75,75,73,75,2017
Czech Republic,75,72,74,74,2017
Scotland,74,75,72,74,2017
Norway,74,74,73,74,2017
Slovenia,73,76,71,74,2017
Ecuador,75,75,71,73,2017
Venezuela,74,73,73,73,2017
Romania,74,70,72,73,2017
Egypt,76,70,69,72,2017
Hungary,72,72,70,72,2017
Australia,71,73,69,72,2017
South Africa,67,72,71,72,2017
Cameroon,75,69,71,71,2017
Finland,71,70,69,71,2017
Northern Ireland,69,72,72,71,2017
Bulgaria,69,70,69,70,2017
Peru,70,69,68,69,2017
Bolivia,71,68,66,68,2017
Canada,69,72,67,68,2017
China PR,66,64,60,64,2017
India,62,57,58,60,2017
Spain,83,85,86,85,2017
Germany,82,85,84,85,2017
Brazil,87,82,85,84,2017
France,84,84,82,84,2017
Argentina,88,83,80,83,2017
Portugal,85,82,82,83,2017
Belgium,84,82,84,83,2017
Italy,81,81,85,83,2017
England,84,81,81,82,2017
Uruguay,89,76,80,80,2017
Netherlands,80,81,80,80,2017
Poland,82,77,77,79,2017
Chile,80,80,77,79,2017
Mexico,79,79,77,79,2017
Colombia,80,80,76,78,2017
Turkey,78,79,78,78,2017
Denmark,76,80,76,78,2017
Switzerland,75,78,79,78,2017
Russia,77,76,74,77,2017
Austria,76,78,76,77,2017
Wales,81,75,76,76,2017
Sweden,77,76,76,76,2017
Ireland,77,76,76,76,2017
Côte d'Ivoire,76,77,76,76,2017
United States,75,75,76,76,2017
Greece,77,73,77,75,2017
Paraguay,75,75,73,75,2017
Czech Republic,75,72,74,74,2017
Scotland,74,75,72,74,2017
Norway,74,74,73,74,2017
Slovenia,73,76,71,74,2017
Ecuador,75,75,71,73,2017
Venezuela,74,73,73,73,2017
Romania,74,70,72,73,2017
Egypt,76,70,69,72,2017
Hungary,72,72,70,72,2017
Australia,71,73,69,72,2017
South Africa,67,72,71,72,2017
Cameroon,75,69,71,71,2017
Finland,71,70,69,71,2017
Northern Ireland,69,72,72,71,2017
Bulgaria,69,70,69,70,2017
Peru,70,69,68,69,2017
Bolivia,71,68,66,68,2017
Canada,69,72,67,68,2017
China PR,66,64,60,64,2017
India,62,57,58,60,2017
Spain,86,85,85,85,2017
Germany,82,85,84,85,2017
Brazil,87,82,85,84,2017
Belgium,85,83,84,84,2017
Argentina,87,83,80,83,2017
Portugal,84,82,82,83,2017
France,83,83,81,83,2017
Italy,81,81,85,83,2017
England,83,81,81,82,2017
Netherlands,79,82,80,81,2017
Uruguay,89,76,80,80,2017
Poland,82,77,77,79,2017
Chile,79,79,77,79,2017
Mexico,79,79,77,79,2017
Colombia,80,80,76,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Switzerland,75,77,79,78,2017
Russia,77,76,74,77,2017
Austria,76,79,75,77,2017
Wales,81,75,76,76,2017
Sweden,77,76,76,76,2017
Ireland,77,76,76,76,2017
Côte d'Ivoire,76,77,76,76,2017
United States,75,75,76,76,2017
Greece,77,73,76,75,2017
Paraguay,75,75,73,75,2017
Czech Republic,75,72,74,74,2017
Scotland,74,75,72,74,2017
Norway,74,74,73,74,2017
Slovenia,73,76,71,74,2017
Ecuador,75,75,71,73,2017
Romania,75,70,72,73,2017
Venezuela,74,73,73,73,2017
Egypt,76,70,69,72,2017
Hungary,72,73,70,72,2017
Australia,71,73,69,72,2017
South Africa,67,72,71,72,2017
Cameroon,75,69,71,71,2017
Finland,71,70,69,71,2017
Northern Ireland,69,72,72,71,2017
Peru,70,70,68,70,2017
Bulgaria,69,70,69,70,2017
Bolivia,71,68,66,68,2017
Canada,69,72,67,68,2017
China PR,66,64,60,64,2017
India,62,57,58,60,2017
Spain,86,85,85,85,2017
Germany,82,85,84,85,2017
Brazil,87,82,85,84,2017
Belgium,85,83,84,84,2017
Argentina,87,83,80,83,2017
Portugal,85,82,82,83,2017
France,83,83,81,83,2017
Italy,81,81,85,83,2017
England,83,81,81,82,2017
Netherlands,79,82,80,81,2017
Uruguay,89,76,80,80,2017
Poland,82,77,77,79,2017
Chile,79,79,77,79,2017
Mexico,79,79,77,79,2017
Colombia,80,80,76,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Switzerland,75,77,79,78,2017
Austria,77,77,77,77,2017
Russia,77,76,74,77,2017
Wales,81,75,76,76,2017
Sweden,77,76,76,76,2017
Ireland,77,76,76,76,2017
Côte d'Ivoire,76,77,76,76,2017
United States,75,75,76,76,2017
Greece,77,73,76,75,2017
Paraguay,75,75,73,75,2017
Czech Republic,75,72,74,74,2017
Scotland,74,75,72,74,2017
Norway,74,74,73,74,2017
Slovenia,73,76,71,74,2017
Ecuador,75,75,71,73,2017
Romania,75,70,72,73,2017
Venezuela,74,73,73,73,2017
Egypt,76,70,69,72,2017
Hungary,72,73,70,72,2017
Australia,71,73,69,72,2017
South Africa,67,72,71,72,2017
Cameroon,75,69,71,71,2017
Finland,71,70,69,71,2017
Northern Ireland,69,72,72,71,2017
Peru,70,70,68,70,2017
Bulgaria,69,70,69,70,2017
Bolivia,71,68,66,68,2017
Canada,69,72,67,68,2017
China PR,66,64,60,64,2017
India,62,57,58,60,2017
Spain,86,85,85,85,2017
Germany,82,85,83,85,2017
Brazil,87,82,85,84,2017
Belgium,85,83,84,84,2017
Argentina,87,83,80,83,2017
Portugal,85,82,82,83,2017
France,82,83,81,83,2017
Italy,81,81,85,83,2017
England,85,81,81,82,2017
Netherlands,81,81,80,81,2017
Uruguay,85,76,80,79,2017
Poland,82,77,77,79,2017
Chile,80,80,77,79,2017
Mexico,79,79,74,78,2017
Colombia,79,78,76,78,2017
Turkey,78,79,78,78,2017
Denmark,77,80,75,78,2017
Switzerland,75,78,78,78,2017
Austria,77,77,77,77,2017
Côte d'Ivoire,77,76,76,76,2017
Sweden,77,76,76,76,2017
Ireland,77,76,76,76,2017
Greece,77,74,78,76,2017
Wales,76,76,76,76,2017
Russia,76,75,74,76,2017
United States,74,76,76,76,2017
Paraguay,74,75,71,75,2017
Czech Republic,72,75,74,75,2017
Ecuador,75,75,71,74,2017
Scotland,74,75,72,74,2017
